t,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
91,38.48142857142858,37.92142857142857,37.487142857142864,38.505,38.76714285714286,38.42928571428571,38.73142857142857,38.457142857142856,38.04928571428571,38.03499999999999,38.487082732142866,37.675000000000004,37.75714285714286
92,38.46214285714286,37.93142857142857,37.480000000000004,38.503571428571426,38.77285714285715,38.42714285714286,38.720000000000006,38.48571428571428,38.050714285714285,38.017857142857146,38.50636844642857,37.69071428571429,37.760714285714286
93,38.43714285714286,37.95214285714286,37.455,38.51428571428572,38.76214285714286,38.41428571428571,38.70571428571428,38.49285714285714,38.05571428571428,37.99142857142857,38.50708273214286,37.67928571428571,37.752857142857145
94,38.443571428571424,37.99928571428571,37.43642857142857,38.512142857142855,38.769999999999996,38.39928571428571,38.682142857142864,38.475,38.07571428571429,37.99,38.475654160714285,37.68142857142857,37.75857142857143
95,38.465714285714284,37.99571428571428,37.42928571428571,38.537142857142854,38.79857142857143,38.40071428571428,38.667142857142856,38.47785714285714,38.06928571428572,37.99214285714286,38.434285714285714,37.68785714285713,37.777857142857144
96,38.464285714285715,37.98142857142857,37.45357142857143,38.55857142857143,38.82357142857143,38.42071428571429,38.695,38.47428571428571,38.05857142857143,37.97714285714285,38.35785714285715,37.686428571428564,37.78785714285714
97,38.45428571428572,37.97357142857142,37.471428571428575,38.565714285714286,38.83785714285715,38.43642857142858,38.71285714285714,38.470000000000006,38.07142857142857,37.955,38.25714285714285,37.68357142857143,37.78357142857143
98,38.42642857142857,37.94857142857143,37.485,38.56714285714286,38.84571428571429,38.441428571428574,38.707142857142856,38.48571428571429,38.07928571428572,37.94857142857143,38.19928571428572,37.680714285714295,37.77214285714285
99,38.403571428571425,37.914285714285725,37.495,38.548571428571435,38.847857142857144,38.43928571428571,38.714285714285715,38.50071428571429,38.090714285714284,37.99142857142857,38.19571428571429,37.67,37.77285714285715
100,38.412142857142854,37.90571428571428,37.47214285714285,38.54500000000001,38.847857142857144,38.415,38.71714285714285,38.487142857142864,38.10214285714286,38.021428571428565,38.21142857142858,37.666428571428575,37.78214285714285
101,38.44285714285714,37.89857142857143,37.45285714285715,38.55071428571428,38.836428571428584,38.415000000000006,38.72142857142857,38.47500000000001,38.107142857142854,38.028571428571425,38.20142857142857,37.66071428571429,37.78642857142857
102,38.452857142857134,37.88571428571429,37.49428571428571,38.54071428571429,38.819285714285705,38.400714285714294,38.73142857142857,38.480000000000004,38.083571428571425,38.03142857142857,38.195,37.628571428571426,37.785000000000004
103,38.44642857142857,37.84571428571428,37.53285714285714,38.540000000000006,38.83071428571429,38.38214285714287,38.74857142857143,38.457857142857144,38.080714285714286,38.04071428571428,38.18785714285714,37.60428571428571,37.762142857142855
104,38.432142857142864,37.81071428571429,37.547142857142845,38.54928571428571,38.82928571428572,38.37357142857143,38.749285714285705,38.440000000000005,38.10142857142858,38.03071428571429,38.19785714285715,37.60928571428572,37.745
105,38.42142857142858,37.82214285714286,37.54642857142857,38.55214285714286,38.81785714285714,38.37928571428572,38.746428571428574,38.43214285714286,38.11857142857143,37.99,38.208571428571425,37.64571428571429,37.75928571428572
