t,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
61,50.0,56.0,77.0,75.0,24.0,0.0,0.0,0.0,53.0,93.0,106.0,78.0,6.0
62,44.0,99.0,61.0,83.0,0.0,2.0,8.0,0.0,37.0,70.0,64.0,70.0,9.0
63,0.0,73.0,58.0,94.0,19.0,34.0,0.0,6.0,16.0,1.0,5.0,78.0,28.0
64,0.0,72.0,27.0,40.0,59.0,60.0,16.0,34.0,0.0,72.0,2.0,67.0,9.0
65,0.0,19.0,3.0,0.0,62.0,100.0,24.0,73.0,0.0,63.0,3.0,69.0,73.0
66,10.0,94.0,62.0,28.0,87.0,96.0,43.0,22.0,22.0,82.0,58.0,37.0,91.0
67,69.0,84.0,23.0,93.0,85.0,80.0,94.0,61.0,2.0,78.0,92.0,35.0,69.0
68,110.0,60.0,3.0,83.0,18.0,122.0,75.0,1.0,0.0,25.0,74.0,0.0,76.0
69,12.0,56.0,66.0,105.0,73.0,96.0,110.0,0.0,37.0,84.0,84.0,0.0,90.0
70,2.0,66.0,51.0,76.0,15.0,60.0,100.0,58.0,0.0,82.0,112.0,7.0,69.0
71,62.0,79.0,71.0,98.0,52.0,71.0,75.0,56.0,0.0,6.0,60.0,44.0,89.0
72,26.0,75.0,68.0,71.0,88.0,79.0,122.0,37.0,38.0,30.0,32.0,97.0,69.0
73,63.0,22.0,93.0,78.0,78.0,98.0,68.0,70.0,66.0,86.0,85.0,99.0,60.0
74,76.0,66.0,73.0,100.0,35.0,69.0,43.0,45.0,60.0,76.0,53.0,79.0,46.0
75,1.0,90.0,42.0,73.0,23.0,76.0,85.0,13.0,98.0,103.0,96.0,86.0,51.0
76,33.0,95.0,83.0,110.0,13.0,15.0,83.0,49.0,78.0,75.0,147.0,75.0,69.0
77,57.0,82.0,47.0,91.0,58.0,36.0,16.0,66.0,43.0,14.0,56.0,85.0,90.0
78,68.0,49.0,18.0,89.0,15.0,65.0,0.0,44.0,37.0,66.0,90.0,76.0,73.0
79,59.0,86.0,89.0,83.0,52.0,104.0,28.0,9.0,16.0,83.0,105.0,44.0,41.0
80,54.0,57.0,54.0,101.0,8.0,23.0,95.0,52.0,64.0,7.0,71.0,8.0,12.0
81,31.0,107.0,24.0,89.0,26.0,72.0,68.0,17.0,63.0,13.0,46.0,0.0,44.0
82,6.0,44.0,86.0,69.0,17.0,81.0,97.0,6.0,55.0,61.0,62.0,5.0,0.0
83,9.0,35.0,62.0,107.0,3.0,73.0,113.0,0.0,67.0,42.0,5.0,80.0,3.0
84,63.0,7.0,11.0,100.0,14.0,0.0,79.0,53.0,16.0,65.0,80.0,92.0,32.0
85,75.0,93.0,1.0,86.0,55.0,0.0,90.0,65.0,57.0,84.0,57.0,84.0,99.0
86,68.0,80.0,28.0,113.0,85.0,0.0,76.0,65.0,39.0,28.0,34.0,40.0,69.0
87,33.0,59.0,45.0,75.0,91.0,4.0,74.0,51.0,51.0,81.0,0.0,87.0,71.0
88,4.0,77.0,67.0,54.0,59.0,77.0,88.0,37.0,70.0,36.0,0.0,0.0,90.0
89,54.0,78.0,77.0,107.0,48.0,81.0,90.0,8.0,43.0,77.0,18.0,0.0,75.0
90,70.0,75.0,45.0,104.0,76.0,65.0,112.0,52.0,89.0,78.0,59.0,0.0,68.0
91,102.0,60.0,34.0,88.0,36.0,81.0,77.0,39.0,59.0,64.0,71.0,0.0,45.0
92,16.0,101.0,17.0,89.0,42.0,39.0,76.0,4.0,66.0,35.0,78.0,54.0,71.0
93,65.0,90.0,26.0,114.0,31.0,43.0,56.0,55.0,75.0,49.0,36.0,74.0,34.0
94,58.0,93.0,40.0,77.0,63.0,46.0,93.0,51.0,66.0,75.0,38.0,72.0,65.0
95,34.0,108.0,81.0,63.0,52.0,94.0,64.0,31.0,41.0,61.0,73.0,75.0,71.0
96,58.0,62.0,36.0,44.0,60.0,79.0,63.0,1.0,53.0,67.0,78.0,85.0,97.0
97,64.0,41.0,54.0,0.0,97.0,27.0,64.0,10.0,58.0,41.0,53.0,63.0,79.0
98,54.0,43.0,36.0,66.0,52.0,56.0,67.0,6.0,56.0,68.0,41.0,78.0,21.0
99,33.0,81.0,1.0,35.0,77.0,76.0,88.0,32.0,56.0,22.0,46.0,108.0,53.0
100,33.0,65.0,18.0,13.0,72.0,38.0,76.0,69.0,52.0,95.0,72.0,96.0,81.0
101,13.0,48.0,67.0,72.0,64.0,70.0,54.0,60.0,0.0,72.0,37.0,54.0,30.0
102,61.0,55.0,72.0,83.0,88.0,59.0,95.0,46.0,0.0,24.0,13.0,65.0,75.0
103,52.0,67.0,60.0,89.0,48.0,42.0,43.0,82.0,3.0,13.0,39.0,89.0,35.0
104,63.0,56.0,58.0,114.0,22.0,27.0,0.0,56.0,0.0,70.0,0.0,90.0,45.0
105,63.0,39.0,29.0,94.0,63.0,67.0,19.0,65.0,3.0,77.0,89.0,91.0,61.0
106,39.0,66.0,10.0,102.0,72.0,105.0,42.0,99.0,36.0,40.0,110.0,67.0,69.0
107,71.0,68.0,39.0,107.0,20.0,94.0,49.0,31.0,61.0,64.0,55.0,87.0,79.0
108,62.0,80.0,82.0,100.0,27.0,36.0,84.0,4.0,8.0,67.0,51.0,35.0,46.0
109,66.0,79.0,27.0,102.0,0.0,86.0,83.0,68.0,50.0,21.0,53.0,31.0,40.0
110,39.0,61.0,67.0,53.0,68.0,74.0,111.0,72.0,36.0,28.0,7.0,38.0,68.0
111,53.0,52.0,56.0,106.0,61.0,29.0,92.0,74.0,43.0,29.0,82.0,16.0,70.0
112,8.0,79.0,74.0,43.0,34.0,47.0,83.0,89.0,42.0,59.0,46.0,34.0,93.0
113,70.0,85.0,36.0,67.0,117.0,89.0,66.0,60.0,66.0,58.0,86.0,54.0,77.0
114,82.0,54.0,23.0,68.0,68.0,64.0,53.0,39.0,69.0,59.0,35.0,88.0,66.0
115,60.0,77.0,35.0,82.0,34.0,41.0,89.0,61.0,60.0,55.0,0.0,106.0,42.0
116,25.0,85.0,58.0,104.0,19.0,84.0,75.0,36.0,40.0,53.0,0.0,95.0,86.0
117,0.0,48.0,71.0,75.0,51.0,84.0,90.0,49.0,67.0,73.0,0.0,110.0,53.0
118,0.0,31.0,72.0,0.0,68.0,81.0,79.0,58.0,62.0,48.0,23.0,91.0,0.0
119,7.0,57.0,41.0,56.0,51.0,55.0,43.0,38.0,62.0,41.0,64.0,87.0,0.0
120,34.0,89.0,41.0,111.0,66.0,24.0,44.0,11.0,66.0,41.0,110.0,63.0,31.0
121,41.0,58.0,94.0,47.0,76.0,9.0,87.0,54.0,33.0,9.0,59.0,90.0,66.0
122,58.0,86.0,67.0,94.0,1.0,1.0,70.0,64.0,53.0,60.0,62.0,62.0,75.0
123,80.0,70.0,49.0,83.0,2.0,50.0,99.0,49.0,44.0,104.0,30.0,54.0,73.0
124,55.0,12.0,42.0,35.0,12.0,92.0,76.0,75.0,2.0,40.0,69.0,33.0,59.0
125,91.0,33.0,57.0,63.0,25.0,92.0,79.0,76.0,1.0,46.0,94.0,64.0,52.0
126,61.0,48.0,65.0,72.0,33.0,97.0,84.0,43.0,58.0,103.0,54.0,121.0,83.0
127,76.0,17.0,0.0,69.0,61.0,80.0,77.0,70.0,74.0,64.0,45.0,85.0,78.0
128,77.0,99.0,0.0,91.0,38.0,2.0,67.0,73.0,27.0,47.0,0.0,102.0,57.0
129,70.0,51.0,19.0,83.0,66.0,0.0,65.0,55.0,0.0,42.0,23.0,95.0,14.0
130,45.0,89.0,71.0,75.0,58.0,54.0,14.0,61.0,21.0,36.0,70.0,38.0,20.0
131,27.0,25.0,68.0,58.0,66.0,70.0,54.0,87.0,25.0,3.0,80.0,61.0,4.0
132,51.0,74.0,99.0,76.0,68.0,73.0,19.0,107.0,42.0,24.0,93.0,86.0,28.0
133,52.0,25.0,85.0,65.0,39.0,93.0,43.0,65.0,52.0,103.0,50.0,75.0,89.0
134,43.0,10.0,61.0,97.0,40.0,64.0,23.0,67.0,32.0,96.0,24.0,78.0,76.0
135,84.0,2.0,7.0,102.0,25.0,89.0,51.0,40.0,62.0,84.0,11.0,48.0,36.0
136,61.0,37.0,5.0,42.0,43.0,79.0,54.0,0.0,43.0,5.0,75.0,54.0,11.0
137,53.0,55.0,0.0,0.0,72.0,78.0,38.0,28.0,34.0,0.0,23.0,78.0,26.0
138,20.0,35.0,0.0,48.0,45.0,64.0,34.0,73.0,32.0,0.0,44.0,42.0,72.0
139,4.0,33.0,22.0,96.0,49.0,64.0,84.0,63.0,3.0,86.0,0.0,47.0,67.0
140,0.0,31.0,51.0,104.0,55.0,81.0,60.0,25.0,2.0,102.0,0.0,76.0,87.0
141,32.0,77.0,53.0,123.0,66.0,96.0,65.0,37.0,43.0,60.0,0.0,43.0,66.0
142,50.0,41.0,77.0,39.0,26.0,61.0,76.0,21.0,31.0,53.0,0.0,62.0,108.0
143,35.0,59.0,13.0,83.0,14.0,96.0,53.0,9.0,27.0,65.0,0.0,50.0,71.0
144,34.0,71.0,26.0,79.0,9.0,75.0,26.0,30.0,67.0,63.0,0.0,79.0,54.0
145,82.0,62.0,25.0,27.0,32.0,91.0,46.0,34.0,35.0,93.0,0.0,74.0,80.0
146,61.0,98.0,16.0,78.0,48.0,38.0,22.0,3.0,22.0,8.0,0.0,98.0,27.0
147,63.0,93.0,12.0,62.0,71.0,1.0,57.0,37.0,66.0,23.0,0.0,89.0,29.0
148,76.0,80.0,39.0,0.0,42.0,0.0,31.0,37.0,62.0,77.0,0.0,95.0,81.0
149,59.0,65.0,20.0,16.0,71.0,0.0,36.0,69.0,66.0,76.0,0.0,93.0,72.0
150,65.0,60.0,33.0,52.0,1.0,13.0,86.0,50.0,0.0,64.0,25.0,76.0,42.0
151,52.0,77.0,0.0,89.0,45.0,5.0,41.0,39.0,16.0,27.0,1.0,61.0,69.0
152,56.0,34.0,42.0,90.0,84.0,0.0,83.0,22.0,47.0,35.0,25.0,64.0,63.0
153,59.0,41.0,41.0,48.0,44.0,0.0,88.0,27.0,31.0,22.0,99.0,83.0,62.0
154,13.0,27.0,42.0,72.0,43.0,3.0,89.0,44.0,22.0,123.0,86.0,108.0,60.0
155,47.0,66.0,24.0,81.0,79.0,52.0,95.0,42.0,22.0,53.0,16.0,99.0,56.0
156,10.0,99.0,0.0,96.0,95.0,80.0,71.0,8.0,30.0,30.0,50.0,3.0,42.0
157,4.0,63.0,43.0,104.0,85.0,102.0,63.0,40.0,4.0,112.0,62.0,43.0,69.0
158,36.0,97.0,16.0,88.0,53.0,108.0,66.0,20.0,67.0,55.0,98.0,93.0,1.0
159,60.0,80.0,41.0,103.0,74.0,53.0,89.0,37.0,69.0,67.0,49.0,78.0,78.0
160,71.0,62.0,4.0,67.0,78.0,59.0,54.0,20.0,43.0,62.0,93.0,106.0,86.0
161,54.0,78.0,38.0,105.0,39.0,77.0,35.0,49.0,62.0,30.0,66.0,39.0,76.0
162,67.0,63.0,52.0,103.0,0.0,121.0,33.0,64.0,47.0,45.0,1.0,0.0,47.0
163,59.0,74.0,32.0,130.0,69.0,72.0,23.0,30.0,73.0,43.0,0.0,18.0,31.0
164,49.0,22.0,66.0,77.0,77.0,155.0583524,10.0,35.0,23.0,106.0,23.0,3.0,47.0
165,42.0,46.0,2.0,108.0,81.0,78.0,8.0,30.0,62.0,45.0,42.0,5.0,31.0
166,78.0,11.0,21.0,115.0,21.0,101.0,0.0,52.0,76.0,12.0,12.0,48.0,1.0
167,0.0,46.0,67.0,49.0,0.0,86.0,40.0,0.0,59.0,58.0,1.0,89.0,21.0
168,23.0,99.0,31.0,96.0,67.0,50.0,97.0,33.0,35.0,71.0,3.0,48.0,1.0
169,42.0,36.0,49.0,116.0,86.0,49.0,15.0,52.0,50.0,51.0,17.0,0.0,74.0
170,11.0,80.0,44.0,106.0,85.0,74.0,5.0,41.0,30.0,68.0,0.0,0.0,59.0
171,74.0,63.0,23.0,120.0,110.0,112.0,12.0,37.0,4.0,49.0,0.0,16.0,66.0
172,33.0,53.0,63.0,57.0,92.0,63.0,13.0,58.0,39.0,84.0,2.0,91.0,88.0
173,85.0,53.0,60.0,62.0,20.0,95.0,63.0,62.0,50.0,54.0,7.0,102.0,59.0
174,70.0,81.0,20.0,64.0,33.0,45.0,76.0,11.0,0.0,17.0,9.0,92.0,68.0
175,76.0,72.0,52.0,67.0,87.0,92.0,97.0,2.0,23.0,106.0,0.0,81.0,79.0
176,70.0,33.0,11.0,68.0,70.0,64.0,85.0,45.0,51.0,36.0,0.0,80.0,89.0
177,55.0,102.0,47.0,55.0,72.0,99.0,77.0,84.0,68.0,34.0,4.0,42.0,91.0
178,62.0,91.0,0.0,96.0,75.0,18.0,78.0,69.0,68.0,40.0,0.0,75.0,68.0
179,68.0,80.0,0.0,92.0,19.0,5.0,95.0,35.0,59.0,68.0,0.0,45.0,64.0
180,50.0,65.0,6.0,60.0,72.0,17.0,78.0,4.0,20.0,34.0,0.0,79.0,86.0
181,83.0,75.0,47.0,94.0,96.0,21.0,95.0,9.0,43.0,30.0,0.0,56.0,76.0
182,59.0,76.0,83.0,84.0,50.0,16.0,64.0,46.0,56.0,61.0,0.0,42.0,75.0
183,5.0,71.0,63.0,97.0,74.0,49.0,75.0,49.0,32.0,42.0,0.0,41.0,68.0
184,50.0,31.0,56.0,114.0,73.0,101.0,104.0,7.0,41.0,96.0,15.0,64.0,53.0
185,57.0,78.0,52.0,77.0,85.0,97.0,79.0,66.0,0.0,70.0,48.0,31.0,0.0
186,31.0,63.0,77.0,100.0,71.0,86.0,113.0,75.0,0.0,53.0,41.0,107.0,0.0
187,10.0,100.0,28.0,97.0,89.0,99.0,90.0,92.0,0.0,96.0,68.0,91.0,15.0
188,61.0,81.0,51.0,51.0,88.0,97.0,89.0,48.0,39.0,52.0,47.0,55.0,50.0
189,65.0,53.0,38.0,122.0,61.0,62.0,67.0,74.0,0.0,74.0,85.0,0.0,61.0
190,52.0,79.0,0.0,71.0,83.0,83.0,31.0,76.0,9.0,9.0,15.0,1.0,62.0
191,38.0,45.0,0.0,98.0,83.0,59.0,112.0,66.0,0.0,10.0,0.0,0.0,42.0
192,0.0,28.0,0.0,99.0,62.0,49.0,87.0,43.0,48.0,21.0,0.0,93.0,57.0
193,0.0,17.0,46.0,107.0,77.0,95.0,82.0,10.0,57.0,41.0,0.0,75.0,18.0
194,12.0,80.0,24.0,27.0,45.0,111.0,116.0,21.0,52.0,51.0,0.0,49.0,76.0
195,1.0,99.0,4.0,75.0,53.0,76.0,122.0,67.0,31.0,86.0,0.0,31.0,12.0
196,80.0,95.0,0.0,98.0,106.0,70.0,120.0,41.0,10.0,69.0,0.0,47.0,0.0
197,38.0,89.0,0.0,60.0,113.0,42.0,81.0,3.0,0.0,89.0,0.0,65.0,5.0
198,38.0,72.0,9.0,51.0,116.0,64.0,93.0,0.0,45.0,49.0,2.0,81.0,0.0
199,63.0,52.0,27.0,79.0,91.0,64.0,91.0,12.0,90.0,38.0,26.0,88.0,0.0
200,66.0,49.0,28.0,108.0,66.0,65.0,85.0,2.0,47.0,8.0,14.0,105.0,17.0
201,61.0,81.0,0.0,104.0,6.0,105.0,50.0,59.0,14.0,32.0,0.0,58.0,85.0
202,7.0,92.0,6.0,102.0,22.0,142.0,59.0,80.0,0.0,37.0,14.0,77.0,75.0
203,1.0,41.0,57.0,94.0,67.0,59.0,100.0,40.0,35.0,62.0,11.0,64.0,68.0
204,0.0,52.0,63.0,46.0,96.0,17.0,113.0,61.0,88.0,64.0,35.0,55.0,82.0
205,0.0,52.0,47.0,0.0,95.0,62.0,71.0,19.0,61.0,75.0,0.0,58.0,71.0
206,7.0,29.0,59.0,1.0,74.0,140.0,63.0,52.0,43.0,27.0,23.0,95.0,83.0
207,58.0,44.0,57.0,67.0,86.0,85.0,102.0,39.0,46.0,75.0,51.0,69.0,89.0
208,75.0,10.0,35.0,74.0,63.0,98.0,94.0,40.0,27.0,72.0,41.0,68.0,57.0
209,87.0,77.0,39.0,128.0,24.0,113.0,80.0,37.0,55.0,90.0,147.0,59.0,69.0
210,72.0,90.0,66.0,136.0,8.0,123.0,37.0,36.0,47.0,76.0,29.0,96.0,38.0
211,64.0,18.0,36.0,85.0,14.0,90.0,55.0,31.0,64.0,34.0,4.0,87.0,67.0
212,57.0,63.0,24.0,70.0,51.0,84.0,80.0,47.0,52.0,91.0,83.0,83.0,61.0
213,55.0,15.0,23.0,81.0,85.0,51.0,0.0,83.0,53.0,53.0,80.0,98.0,80.0
214,67.0,35.0,44.0,92.0,105.0,20.0,0.0,32.0,67.0,6.0,41.0,81.0,30.0
215,56.0,9.0,71.0,79.0,73.0,0.0,33.0,0.0,99.0,11.0,0.0,81.0,77.0
216,73.0,26.0,57.0,58.0,93.0,0.0,34.0,0.0,0.0,16.0,1.0,76.0,58.0
217,59.0,61.0,37.0,54.0,90.0,1.0,59.0,34.0,31.0,0.0,64.0,95.0,56.0
218,75.0,94.0,3.0,102.0,14.0,1.0,47.0,84.0,78.0,15.0,46.0,62.0,57.0
219,56.0,86.0,8.0,80.0,3.0,3.0,87.0,72.0,55.0,31.0,125.0,67.0,55.0
220,83.0,49.0,33.0,80.0,73.0,56.0,94.0,63.0,18.0,18.0,42.0,111.0,58.0
221,66.0,30.0,86.0,88.0,62.0,39.0,75.0,57.0,79.0,1.0,34.0,86.0,63.0
222,68.0,25.0,31.0,92.0,59.0,91.0,90.0,84.0,44.0,0.0,24.0,77.0,74.0
223,49.0,48.0,78.0,107.0,68.0,3.0,70.0,74.0,36.0,6.0,36.0,17.0,31.0
224,71.0,89.0,34.0,59.0,73.0,78.0,70.0,71.0,5.0,0.0,124.0,36.0,37.0
225,63.0,76.0,27.0,98.0,87.0,97.0,49.0,75.0,17.0,0.0,48.0,24.0,10.0
226,51.0,17.0,50.0,112.0,95.0,96.0,93.0,72.0,0.0,0.0,0.0,30.0,0.0
227,10.0,71.0,62.0,97.0,117.0,119.0,79.0,75.0,0.0,0.0,4.0,46.0,0.0
228,49.0,94.0,70.0,73.0,73.0,64.0,82.0,49.0,0.0,0.0,31.0,24.0,15.0
229,62.0,101.0,63.0,93.0,98.0,70.0,87.0,0.0,56.0,0.0,114.0,13.0,58.0
230,68.0,15.0,63.0,69.0,20.0,123.0,106.0,0.0,59.0,0.0,88.0,58.0,71.0
231,55.0,40.0,51.0,52.0,75.0,110.0,99.0,30.0,70.0,0.0,77.0,101.0,89.0
232,11.0,11.0,20.0,36.0,67.0,74.0,110.0,89.0,68.0,0.0,89.0,105.0,66.0
233,20.0,86.0,26.0,43.0,53.0,96.0,91.0,99.0,40.0,0.0,72.0,101.0,44.0
234,55.0,33.0,22.0,13.0,72.0,36.0,51.0,66.0,56.0,0.0,74.0,101.0,51.0
235,69.0,11.0,32.0,100.0,119.0,121.0,83.0,66.0,80.0,0.0,72.0,77.0,59.0
236,52.0,61.0,53.0,148.0,71.0,98.0,24.0,28.0,5.0,0.0,76.0,79.0,82.0
237,59.0,69.0,48.0,97.0,77.0,97.0,4.0,4.0,0.0,0.0,41.0,117.0,66.0
238,57.0,47.0,29.0,74.0,91.0,95.0,102.0,19.0,23.0,0.0,101.0,77.0,80.0
239,72.0,24.0,0.0,123.0,15.0,144.0,53.0,0.0,37.0,0.0,104.0,88.0,83.0
240,62.0,1.0,24.0,83.0,42.0,38.0,30.0,12.0,77.0,0.0,139.0,63.0,33.0
241,25.0,91.0,59.0,42.0,4.0,15.0,64.0,59.0,69.0,69.0,66.0,59.0,87.0
242,6.0,60.0,61.0,86.0,16.0,64.0,85.0,85.0,95.0,21.0,33.0,17.0,64.0
243,6.0,59.0,13.0,88.0,31.0,95.0,107.0,64.0,40.0,0.0,0.0,50.0,58.0
244,19.0,20.0,0.0,65.0,89.0,30.0,103.0,55.0,45.0,55.0,31.0,20.0,55.0
245,14.0,41.0,16.0,68.0,85.0,51.0,136.0,45.0,89.0,77.0,6.0,50.0,15.0
246,33.0,51.0,73.0,51.0,83.0,57.0,42.0,13.0,63.0,61.0,0.0,37.0,55.0
247,14.0,31.0,46.0,62.0,45.0,89.0,38.0,0.0,55.0,36.0,35.0,89.0,18.0
248,1.0,1.0,32.0,64.0,73.0,74.0,0.0,5.0,66.0,6.0,92.0,71.0,73.0
249,13.0,0.0,13.0,118.0,81.0,23.0,100.0,18.0,36.0,0.0,39.0,83.0,97.0
250,66.0,71.0,0.0,52.0,29.0,4.0,53.0,23.0,19.0,10.0,67.0,85.0,41.0
251,76.0,71.0,0.0,0.0,66.0,7.0,100.0,71.0,30.0,3.0,26.0,90.0,39.0
252,63.0,57.0,18.0,36.0,73.0,39.0,97.0,53.0,56.0,0.0,103.0,67.0,17.0
253,34.0,72.0,8.0,116.0,85.0,27.0,80.0,74.0,65.0,0.0,53.0,101.0,40.0
254,45.0,68.0,2.0,107.0,86.0,0.0,78.0,54.0,20.0,0.0,60.0,102.0,49.0
255,61.0,80.0,18.0,123.0,12.0,0.0,72.0,46.0,35.0,0.0,75.0,65.0,64.0
256,54.0,55.0,38.0,75.0,74.0,46.0,92.0,27.0,65.0,0.0,33.0,44.0,53.0
